iter	MultiClass
373	0.510046627
374	0.5100054831
375	0.5099718827
376	0.5099026343
377	0.509878185
378	0.5098237987
379	0.5097938806
380	0.509739655
381	0.5096843818
382	0.5096515084
383	0.5095905131
384	0.5095433638
385	0.5095103532
386	0.5094780754
387	0.509393626
388	0.5093455973
389	0.5093200022
390	0.509286825
391	0.5092305891
392	0.5091923637
393	0.5091189501
394	0.5090809325
395	0.5090642555
396	0.50902552
397	0.5089758869
398	0.5089122968
399	0.5088850741
400	0.5088569138
401	0.5088302291
402	0.5087929281
403	0.508769292
404	0.5087373211
405	0.5086676982
406	0.5086469309
407	0.5086251852
408	0.5085871124
409	0.5085166175
410	0.5084672526
411	0.5084294727
412	0.508387154
413	0.5083367031
414	0.5082881803
415	0.5082115643
416	0.5081845759
417	0.5081244045
418	0.5080476337
419	0.5079534338
420	0.5078944245
421	0.5078542586
422	0.5078418361
423	0.5078142737
424	0.5077332551
425	0.5077094019
426	0.5076901206
427	0.50765043
428	0.5075982926
429	0.5075733458
430	0.507530882
431	0.507492045
432	0.5074458424
433	0.507396366
434	0.5073644833
435	0.5073204104
436	0.5072756948
437	0.5072378844
438	0.5072023069
439	0.5071681883
440	0.5071437277
441	0.5071100307
442	0.5070682209
443	0.507018016
444	0.5069636681
445	0.5069065442
446	0.5068615929
447	0.5068179984
448	0.5067400939
449	0.5066840012
450	0.5066650212
451	0.5066353034
452	0.5065839036
453	0.5065139363
454	0.5064686918
455	0.5063849964
456	0.5063246971
457	0.5063005662
458	0.5062616788
459	0.506229935
460	0.5062069557
461	0.5061890275
462	0.5061298583
463	0.5061007721
464	0.5060567488
465	0.5060252444
466	0.5059857382
467	0.5059567465
468	0.505900782
469	0.5058695533
470	0.5058346056
471	0.5058113983
472	0.5057938938
473	0.5057630934
474	0.5056830715
475	0.5056423989
476	0.5055891066
477	0.5055668163
478	0.5055216696
479	0.5055031448
480	0.5054615719
481	0.5054201481
482	0.5053947757
483	0.5053613544
484	0.5053182147
485	0.5052720421
486	0.5052451906
487	0.5051977587
488	0.5051679939
489	0.5050751688
490	0.5050287329
491	0.5050023136
492	0.504979521
493	0.5049729215
494	0.5049614943
495	0.5049342518
496	0.5049189859
497	0.5048811559
498	0.5048512869
499	0.5048312857
